city,state,total_purchases,total_revenue,avg_check
Hickory,MI,7,4660.0,665.7142857142857143
Clairton,SK,6,3994.0,665.6666666666666667
Kearns,PE,6,3994.0,665.6666666666666667
Cheyenne,WA,12,7988.0,665.6666666666666667
Catskill,PE,10,6656.0,665.6000000000000000
Ashland,NU,14,9317.0,665.5000000000000000
Hayward,AB,8,5324.0,665.5000000000000000
Stamford,AL,12,7986.0,665.5000000000000000
Merizo,MT,7,4658.0,665.4285714285714286
Lowell,TX,7,4658.0,665.4285714285714286
Boulder City,MN,12,7984.0,665.3333333333333333
Cohoes,YT,18,11976.0,665.3333333333333333
Dalton,QC,8,5320.0,665.0000000000000000
Daly City,CO,8,5319.0,664.8750000000000000
Rehoboth Beach,MT,8,5319.0,664.8750000000000000
Narragansett,MB,17,11301.0,664.7647058823529412
Wichita,VA,6,3988.0,664.6666666666666667
Bradford,GA,10,6646.0,664.6000000000000000
West Hartford,NS,19,12625.0,664.4736842105263158
Artesia,PA,13,8638.0,664.4615384615384615
Baldwin Park,IL,8,5314.0,664.2500000000000000
Omaha,NS,29,19261.0,664.1724137931034483
Brockton,BC,8,5312.0,664.0000000000000000
Ardmore,AB,13,8632.0,664.0000000000000000
Alamogordo,MA,6,3984.0,664.0000000000000000
Carolina,BC,6,3984.0,664.0000000000000000
Durango,NL,13,8631.0,663.9230769230769231
Greenville,OK,6,3983.0,663.8333333333333333
Scottsdale,IA,8,5310.0,663.7500000000000000
Atlanta,NT,8,5310.0,663.7500000000000000
Palos Verdes Estates,WA,10,6637.0,663.7000000000000000
Passaic,NM,6,3982.0,663.6666666666666667
Easthampton,MS,12,7961.0,663.4166666666666667
North Chicago,NB,6,3978.0,663.0000000000000000
Paterson,NU,6,3978.0,663.0000000000000000
Las Vegas,NH,12,7956.0,663.0000000000000000
Pembroke Pines,NT,14,9280.0,662.8571428571428571
Indianapolis,QC,7,4640.0,662.8571428571428571
Dallas,YT,20,13257.0,662.8500000000000000
Biddeford,MI,24,15908.0,662.8333333333333333
Aliso Viejo,PE,10,6627.0,662.7000000000000000
Murray,DE,9,5964.0,662.6666666666666667
Parker,AB,8,5300.0,662.5000000000000000
Areceibo,CT,8,5300.0,662.5000000000000000
Wilmington,NT,10,6624.0,662.4000000000000000
Zanesville,NB,8,5298.0,662.2500000000000000
Elsmere,NU,9,5960.0,662.2222222222222222
Brownsville,NU,6,3973.0,662.1666666666666667
Fort Wayne,BC,14,9268.0,662.0000000000000000
Sandpoint,AL,7,4633.0,661.8571428571428571
Rhinelander,VT,7,4633.0,661.8571428571428571
Sierra Vista,NU,12,7942.0,661.8333333333333333
Plano,WI,8,5294.0,661.7500000000000000
Cincinnati,ID,7,4632.0,661.7142857142857143
North Platte,NS,17,11248.0,661.6470588235294118
Walnut,AK,10,6614.0,661.4000000000000000
Natchitoches,NB,9,5952.0,661.3333333333333333
Miami,NS,16,10580.0,661.2500000000000000
Kearney,CT,6,3967.0,661.1666666666666667
Mount Vernon,NU,11,7271.0,661.0000000000000000
Westlake Village,MB,12,7932.0,661.0000000000000000
Wausau,NC,8,5288.0,661.0000000000000000
Weirton,NB,11,7270.0,660.9090909090909091
Biloxi,RI,13,8589.0,660.6923076923076923
Twin Falls,MB,15,9910.0,660.6666666666666667
Galveston,QC,25,16514.0,660.5600000000000000
Fremont,NL,11,7265.0,660.4545454545454545
White Plains,ME,12,7925.0,660.4166666666666667
Shelton,CT,8,5283.0,660.3750000000000000
Baton Rouge,NB,7,4622.0,660.2857142857142857
The Dalles,AL,8,5282.0,660.2500000000000000
Rensselaer,OH,13,8580.0,660.0000000000000000
Toledo,SK,8,5280.0,660.0000000000000000
Omaha,NT,8,5278.0,659.7500000000000000
Biddeford,OR,9,5936.0,659.5555555555555556
Cumberland,AZ,11,7255.0,659.5454545454545455
Paramount,NS,12,7914.0,659.5000000000000000
Pulaski,MB,11,7254.0,659.4545454545454545
Laurel,AB,34,22421.0,659.4411764705882353
Middlebury,MB,10,6593.0,659.3000000000000000
Columbia,PE,35,23075.0,659.2857142857142857
Cerritos,MT,7,4614.0,659.1428571428571429
Tulsa,AL,8,5273.0,659.1250000000000000
McKeesport,QC,22,14498.0,659.0000000000000000
Ventura,QC,21,13839.0,659.0000000000000000
Lomita,NS,39,25701.0,659.0000000000000000
Hawthorne,NL,14,9224.0,658.8571428571428571
Wheaton,QC,7,4610.0,658.5714285714285714
Miami Gardens,NJ,15,9878.0,658.5333333333333333
Salt Lake City,NL,10,6585.0,658.5000000000000000
Marquette,PA,15,9876.0,658.4000000000000000
Fort Worth,ID,22,14484.0,658.3636363636363636
Hawaiian Gardens,ND,9,5925.0,658.3333333333333333
Joliet,OR,7,4608.0,658.2857142857142857
Gulfport,MI,6,3948.0,658.0000000000000000
Covington,PA,13,8553.0,657.9230769230769231
Barre,AK,10,6579.0,657.9000000000000000
Janesville,AB,6,3947.0,657.8333333333333333
New Iberia,NL,10,6578.0,657.8000000000000000
Raleigh,YT,7,4604.0,657.7142857142857143
Pueblo,NS,11,7234.0,657.6363636363636364
Cudahy,ME,12,7890.0,657.5000000000000000
Peru,WY,12,7890.0,657.5000000000000000
Rochester,NM,11,7230.0,657.2727272727272727
Gold Beach,NL,14,9200.0,657.1428571428571429
Fairfax,NL,17,11171.0,657.1176470588235294
North Las Vegas,AB,11,7228.0,657.0909090909090909
Laguna Niguel,CO,21,13798.0,657.0476190476190476
Kalispell,AK,6,3942.0,657.0000000000000000
Fort Lauderdale,PE,21,13794.0,656.8571428571428571
Los Alamitos,CO,6,3940.0,656.6666666666666667
Azusa,NU,21,13789.0,656.6190476190476190
Newcastle,NU,10,6566.0,656.6000000000000000
Durham,NU,7,4595.0,656.4285714285714286
Hilo,IL,14,9188.0,656.2857142857142857
Brockton,AB,18,11813.0,656.2777777777777778
Fairfield,AK,6,3936.0,656.0000000000000000
Martinsburg,VA,6,3936.0,656.0000000000000000
Valdosta,MB,13,8526.0,655.8461538461538462
Hot Springs,NB,8,5246.0,655.7500000000000000
Hartford,ME,13,8524.0,655.6923076923076923
Sacramento,NT,11,7211.0,655.5454545454545455
North Pole,PE,10,6555.0,655.5000000000000000
Santa Rosa,HI,12,7865.0,655.4166666666666667
Springfield,NY,17,11136.0,655.0588235294117647
Kenner,ON,26,17031.0,655.0384615384615385
International Falls,LA,19,12445.0,655.0000000000000000
Camden,MT,13,8514.0,654.9230769230769231
Valparaiso,AK,10,6548.0,654.8000000000000000
San Clemente,WV,18,11786.0,654.7777777777777778
Cambridge,VT,17,11131.0,654.7647058823529412
Memphis,AL,11,7200.0,654.5454545454545455
New Brunswick,QC,16,10471.0,654.4375000000000000
Calumet City,NB,12,7853.0,654.4166666666666667
Chico,MN,13,8507.0,654.3846153846153846
Biloxi,ON,11,7196.0,654.1818181818181818
Anaconda,YT,11,7196.0,654.1818181818181818
Sharon,NV,8,5233.0,654.1250000000000000
International Falls,BC,12,7847.0,653.9166666666666667
Huntington,MN,8,5231.0,653.8750000000000000
La Habra,ND,6,3923.0,653.8333333333333333
La Habra Heights,MS,6,3923.0,653.8333333333333333
Calumet City,DE,10,6538.0,653.8000000000000000
Oakland,DE,14,9152.0,653.7142857142857143
Wisconsin Dells,NT,18,11766.0,653.6666666666666667
Wichita,NU,10,6530.0,653.0000000000000000
Agat,MT,14,9139.0,652.7857142857142857
West Hollywood,VT,22,14360.0,652.7272727272727273
Stockton,NB,16,10443.0,652.6875000000000000
Forest Lake,NE,14,9135.0,652.5000000000000000
Evansville,NC,11,7177.0,652.4545454545454545
Albuquerque,OR,14,9134.0,652.4285714285714286
Martinsburg,AL,26,16961.0,652.3461538461538462
Rohnert Park,NU,27,17613.0,652.3333333333333333
Stockton,CO,10,6522.0,652.2000000000000000
White Plains,WY,14,9127.0,651.9285714285714286
Shreveport,BC,18,11733.0,651.8333333333333333
Starkville,NT,14,9124.0,651.7142857142857143
Revere,HI,13,8471.0,651.6153846153846154
San Gabriel,PE,13,8470.0,651.5384615384615385
Wheeling,MB,23,14985.0,651.5217391304347826
Martinsburg,NL,14,9121.0,651.5000000000000000
Chester,ON,8,5211.0,651.3750000000000000
Littleton,SK,24,15632.0,651.3333333333333333
Elsmere,SK,11,7163.0,651.1818181818181818
Miami,AL,7,4558.0,651.1428571428571429
Dana Point,AB,28,18231.0,651.1071428571428571
Lake Forest,DE,6,3906.0,651.0000000000000000
Brookings,WV,13,8461.0,650.8461538461538462
Agat,MB,10,6508.0,650.8000000000000000
Arcadia,YT,8,5206.0,650.7500000000000000
Walnut,BC,23,14967.0,650.7391304347826087
Rosemead,NL,11,7157.0,650.6363636363636364
Parker,FL,7,4554.0,650.5714285714285714
Pembroke Pines,IN,16,10408.0,650.5000000000000000
Montebello,OH,11,7154.0,650.3636363636363636
Cortland,ON,16,10404.0,650.2500000000000000
Anaconda,LA,6,3901.0,650.1666666666666667
Gilette,NE,7,4551.0,650.1428571428571429
Muskegon,UT,8,5200.0,650.0000000000000000
Hagerstown,NJ,16,10399.0,649.9375000000000000
Inglewood,NU,14,9099.0,649.9285714285714286
Aurora,YT,13,8449.0,649.9230769230769231
Hannibal,OR,11,7149.0,649.9090909090909091
La Puente,WA,8,5199.0,649.8750000000000000
Corinth,PE,6,3898.0,649.6666666666666667
North Las Vegas,NU,19,12340.0,649.4736842105263158
Pottsville,WV,21,13636.0,649.3333333333333333
Fairfax,GA,21,13628.0,648.9523809523809524
Rancho Cordova,ND,9,5840.0,648.8888888888888889
Ketchikan,NL,8,5191.0,648.8750000000000000
Lakeland,YT,6,3893.0,648.8333333333333333
Anchorage,PE,13,8434.0,648.7692307692307692
Woodward,NU,8,5190.0,648.7500000000000000
Bowling Green,YT,12,7784.0,648.6666666666666667
Valdosta,NJ,14,9081.0,648.6428571428571429
Hoover,MN,10,6486.0,648.6000000000000000
Scarborough,NL,9,5836.0,648.4444444444444444
Cleveland,VT,6,3890.0,648.3333333333333333
Pullman,NJ,11,7127.0,647.9090909090909091
Scottsdale,NT,10,6479.0,647.9000000000000000
Quincy,NS,9,5831.0,647.8888888888888889
Blacksburg,AK,7,4534.0,647.7142857142857143
Chesapeake,DC,10,6477.0,647.7000000000000000
Edmond,YT,14,9067.0,647.6428571428571429
Oxford,NJ,14,9067.0,647.6428571428571429
Moorhead,MA,8,5180.0,647.5000000000000000
San Francisco,NS,6,3885.0,647.5000000000000000
Orange,SK,9,5826.0,647.3333333333333333
Duncan,NT,6,3884.0,647.3333333333333333
Thibodaux,NE,11,7119.0,647.1818181818181818
South Bend,GA,10,6469.0,646.9000000000000000
Hope,ON,8,5175.0,646.8750000000000000
Rockford,MB,22,14231.0,646.8636363636363636
Manassas Park,AZ,7,4528.0,646.8571428571428571
Aliquippa,QC,7,4528.0,646.8571428571428571
Bethany,NY,18,11635.0,646.3888888888888889
Muskegon,NS,22,14216.0,646.1818181818181818
Northampton,BC,12,7754.0,646.1666666666666667
Lincoln,NS,8,5168.0,646.0000000000000000
Macon,MT,10,6460.0,646.0000000000000000
Morgantown,NE,8,5167.0,645.8750000000000000
Edina,AL,22,14208.0,645.8181818181818182
Thousand Oaks,NE,17,10978.0,645.7647058823529412
Great Falls,CO,7,4518.0,645.4285714285714286
Edmond,MB,16,10323.0,645.1875000000000000
El Monte,NE,7,4514.0,644.8571428571428571
Thiensville,NB,14,9027.0,644.7857142857142857
Downey,MS,9,5803.0,644.7777777777777778
Areceibo,LA,16,10316.0,644.7500000000000000
Odessa,BC,6,3868.0,644.6666666666666667
Brooklyn Park,WA,11,7091.0,644.6363636363636364
Farmer City,NS,10,6446.0,644.6000000000000000
Murfreesboro,VT,10,6445.0,644.5000000000000000
Kemmerer,MO,14,9019.0,644.2142857142857143
Fullerton,IN,6,3864.0,644.0000000000000000
Independence,NL,14,9016.0,644.0000000000000000
Frederiksted,NB,14,9015.0,643.9285714285714286
Attleboro,NS,24,15454.0,643.9166666666666667
Weirton,SK,8,5151.0,643.8750000000000000
Billings,PA,7,4507.0,643.8571428571428571
Shawnee,NT,10,6438.0,643.8000000000000000
Provo,BC,8,5150.0,643.7500000000000000
Greensburg,NL,12,7725.0,643.7500000000000000
Centennial,PE,11,7081.0,643.7272727272727273
Billings,NS,17,10943.0,643.7058823529411765
Needham,VT,7,4505.0,643.5714285714285714
Aberdeen,ON,9,5792.0,643.5555555555555556
Costa Mesa,MN,11,7079.0,643.5454545454545455
Gatlinburg,NS,10,6435.0,643.5000000000000000
Sierra Vista,AL,13,8361.0,643.1538461538461538
Santa Fe Springs,ON,7,4502.0,643.1428571428571429
Meadville,MN,7,4501.0,643.0000000000000000
Lake Charles,MO,10,6429.0,642.9000000000000000
Savannah,PE,19,12211.0,642.6842105263157895
Yigo,TX,16,10282.0,642.6250000000000000
Fairmont,MN,7,4497.0,642.4285714285714286
Frisco,NL,8,5139.0,642.3750000000000000
Monterey,IN,8,5138.0,642.2500000000000000
Hawthorne,AB,54,34680.0,642.2222222222222222
Tacoma,NB,14,8989.0,642.0714285714285714
Wilson,NS,18,11557.0,642.0555555555555556
Steubenville,DE,8,5136.0,642.0000000000000000
Valencia,NU,8,5136.0,642.0000000000000000
Hialeah,LA,10,6419.0,641.9000000000000000
Meriden,FL,9,5777.0,641.8888888888888889
Jeffersontown,MB,16,10270.0,641.8750000000000000
Muncie,ON,25,16046.0,641.8400000000000000
Macon,NC,15,9622.0,641.4666666666666667
Pocatello,GA,11,7056.0,641.4545454545454545
Green Bay,NL,11,7056.0,641.4545454545454545
Morrison,NV,9,5773.0,641.4444444444444444
Chickasha,NV,16,10263.0,641.4375000000000000
Staunton,NT,19,12184.0,641.2631578947368421
Beverly,MB,12,7695.0,641.2500000000000000
Citrus Heights,SK,18,11539.0,641.0555555555555556
Hialeah,PE,16,10256.0,641.0000000000000000
Memphis,OR,11,7051.0,641.0000000000000000
Gainesville,NV,7,4486.0,640.8571428571428571
Placentia,NV,11,7048.0,640.7272727272727273
Shamokin,VT,7,4485.0,640.7142857142857143
Gilbert,QC,15,9610.0,640.6666666666666667
Vallejo,NS,14,8969.0,640.6428571428571429
Cairo,YT,7,4484.0,640.5714285714285714
Memphis,NS,9,5762.0,640.2222222222222222
Laguna Woods,KS,10,6402.0,640.2000000000000000
New Brunswick,WV,9,5761.0,640.1111111111111111
Plano,TN,7,4479.0,639.8571428571428571
Roseville,NC,19,12156.0,639.7894736842105263
Pittston,LA,18,11514.0,639.6666666666666667
Nashua,NS,12,7676.0,639.6666666666666667
Milwaukee,SK,13,8315.0,639.6153846153846154
Huntsville,MB,6,3837.0,639.5000000000000000
Flagstaff,OR,11,7032.0,639.2727272727272727
Gatlinburg,QC,18,11506.0,639.2222222222222222
Montebello,TN,15,9588.0,639.2000000000000000
Klamath Falls,NS,7,4474.0,639.1428571428571429
Chelsea,PE,11,7030.0,639.0909090909090909
Cranston,NS,15,9586.0,639.0666666666666667
Carson City,RI,7,4473.0,639.0000000000000000
Douglas,MB,8,5112.0,639.0000000000000000
Malden,QC,11,7028.0,638.9090909090909091
Boise,OK,8,5110.0,638.7500000000000000
Idaho Falls,QC,25,15966.0,638.6400000000000000
Dunkirk,NH,12,7662.0,638.5000000000000000
Murrieta,NB,18,11492.0,638.4444444444444444
San Diego,PA,10,6384.0,638.4000000000000000
West Bend,ID,9,5745.0,638.3333333333333333
Belpre,NL,12,7658.0,638.1666666666666667
Gary,GA,8,5105.0,638.1250000000000000
Chino,WA,6,3828.0,638.0000000000000000
Del Rio,BC,12,7656.0,638.0000000000000000
Titusville,WA,8,5103.0,637.8750000000000000
Kearney,YT,6,3827.0,637.8333333333333333
Baytown,TX,10,6374.0,637.4000000000000000
Egg Harbor,QC,8,5099.0,637.3750000000000000
Santa Fe Springs,YT,8,5098.0,637.2500000000000000
Terre Haute,AK,10,6372.0,637.2000000000000000
Littleton,SC,10,6372.0,637.2000000000000000
San Rafael,BC,26,16567.0,637.1923076923076923
Quincy,NB,21,13381.0,637.1904761904761905
Roanoke,SD,16,10192.0,637.0000000000000000
Covington,CO,6,3822.0,637.0000000000000000
Carrollton,NS,15,9553.0,636.8666666666666667
Gainesville,VT,6,3821.0,636.8333333333333333
Oneida,NT,20,12736.0,636.8000000000000000
Morgan City,NL,13,8277.0,636.6923076923076923
Canandaigua,PE,7,4456.0,636.5714285714285714
Peoria,NY,9,5729.0,636.5555555555555556
Charleston,NL,9,5728.0,636.4444444444444444
Ithaca,NC,6,3818.0,636.3333333333333333
Vermillion,RI,10,6363.0,636.3000000000000000
Ann Arbor,NU,7,4454.0,636.2857142857142857
Olympia,KS,20,12725.0,636.2500000000000000
Dana Point,NS,13,8271.0,636.2307692307692308
Lodi,NS,10,6362.0,636.2000000000000000
Lakewood,TX,7,4453.0,636.1428571428571429
Lahaina,MB,7,4453.0,636.1428571428571429
Hamilton,QC,16,10178.0,636.1250000000000000
Frisco,OR,8,5087.0,635.8750000000000000
Parkersburg,WI,7,4450.0,635.7142857142857143
Shamokin,CA,9,5721.0,635.6666666666666667
Abilene,NS,14,8899.0,635.6428571428571429
Yukon,NH,8,5085.0,635.6250000000000000
Belleville,GA,7,4449.0,635.5714285714285714
El Segundo,BC,10,6355.0,635.5000000000000000
Webster Groves,NU,7,4448.0,635.4285714285714286
Covina,AB,14,8896.0,635.4285714285714286
Dickinson,ID,15,9531.0,635.4000000000000000
Idaho Springs,DC,14,8895.0,635.3571428571428571
Washington,PE,9,5718.0,635.3333333333333333
Coos Bay,BC,8,5082.0,635.2500000000000000
Rockville,PA,10,6352.0,635.2000000000000000
Wilson,YT,18,11432.0,635.1111111111111111
Needham,NT,15,9525.0,635.0000000000000000
Biddeford,NB,13,8254.0,634.9230769230769231
Stockton,MS,15,9521.0,634.7333333333333333
Lubbock,ON,8,5077.0,634.6250000000000000
Greensburg,VT,7,4442.0,634.5714285714285714
Sierra Madre,NL,10,6344.0,634.4000000000000000
Bartlesville,YT,13,8245.0,634.2307692307692308
Lawrence,AB,14,8879.0,634.2142857142857143
Warwick,VA,8,5072.0,634.0000000000000000
Diamond Bar,TX,8,5071.0,633.8750000000000000
Wilson,MT,10,6337.0,633.7000000000000000
Mount Pleasant,NB,21,13307.0,633.6666666666666667
McKeesport,NU,9,5703.0,633.6666666666666667
Gainesville,NB,14,8871.0,633.6428571428571429
Hornell,NM,9,5702.0,633.5555555555555556
Fajardo,NB,10,6335.0,633.5000000000000000
Jenks,NM,11,6968.0,633.4545454545454545
Irvine,AB,17,10767.0,633.3529411764705882
North Las Vegas,SK,9,5700.0,633.3333333333333333
Saginaw,NS,17,10764.0,633.1764705882352941
Hopkinsville,NL,17,10764.0,633.1764705882352941
Torrington,YT,7,4431.0,633.0000000000000000
Agat,NL,13,8228.0,632.9230769230769231
Brown Deer,VT,6,3796.0,632.6666666666666667
Hollywood,CT,7,4427.0,632.4285714285714286
Thibodaux,NU,11,6955.0,632.2727272727272727
Salt Lake City,AB,18,11380.0,632.2222222222222222
West Jordan,NT,20,12644.0,632.2000000000000000
Los Alamitos,MB,6,3793.0,632.1666666666666667
Beaumont,MB,23,14539.0,632.1304347826086957
Temecula,WV,26,16435.0,632.1153846153846154
Bossier City,OR,9,5688.0,632.0000000000000000
Revere,MB,17,10742.0,631.8823529411764706
Marietta,NV,8,5052.0,631.5000000000000000
La Habra Heights,PE,20,12630.0,631.5000000000000000
Pittsburgh,NB,15,9472.0,631.4666666666666667
Aliso Viejo,YT,7,4420.0,631.4285714285714286
Ponce,NS,12,7577.0,631.4166666666666667
Corry,ND,6,3788.0,631.3333333333333333
Kemmerer,NV,10,6313.0,631.3000000000000000
Frisco,NB,7,4418.0,631.1428571428571429
Turlock,WV,6,3786.0,631.0000000000000000
La Verne,NY,9,5679.0,631.0000000000000000
Derby,CT,12,7571.0,630.9166666666666667
West Hartford,AZ,7,4414.0,630.5714285714285714
Malden,AB,7,4414.0,630.5714285714285714
Houston,NE,12,7566.0,630.5000000000000000
Montgomery,NY,8,5043.0,630.3750000000000000
San Bernardino,NJ,10,6303.0,630.3000000000000000
Monroe,QC,14,8823.0,630.2142857142857143
Norwich,YT,11,6931.0,630.0909090909090909
Sugar Land,NL,14,8819.0,629.9285714285714286
Tuscaloosa,CA,18,11338.0,629.8888888888888889
New Britain,AK,8,5039.0,629.8750000000000000
Irving,NL,6,3779.0,629.8333333333333333
DeKalb,AB,26,16373.0,629.7307692307692308
Owensboro,SK,7,4408.0,629.7142857142857143
Bloomington,PE,6,3778.0,629.6666666666666667
Brigham City,PE,14,8815.0,629.6428571428571429
Myrtle Beach,KY,7,4406.0,629.4285714285714286
Charlotte Amalie,MT,9,5664.0,629.3333333333333333
Elko,DC,8,5034.0,629.2500000000000000
Natchitoches,BC,14,8808.0,629.1428571428571429
Bend,ME,18,11323.0,629.0555555555555556
Jeffersonville,MA,6,3774.0,629.0000000000000000
Madison,NE,6,3774.0,629.0000000000000000
Plattsburgh,ME,6,3774.0,629.0000000000000000
Cypress,QC,21,13208.0,628.9523809523809524
City of Industry,MB,13,8176.0,628.9230769230769231
Eufaula,NV,8,5030.0,628.7500000000000000
Olean,MB,7,4401.0,628.7142857142857143
Eau Claire,OR,12,7544.0,628.6666666666666667
Racine,ON,8,5028.0,628.5000000000000000
Texas City,WY,13,8170.0,628.4615384615384615
Rolling Hills,TN,6,3769.0,628.1666666666666667
Bowling Green,DC,15,9422.0,628.1333333333333333
Columbia,ON,23,14446.0,628.0869565217391304
Rawlins,NJ,7,4396.0,628.0000000000000000
Kalamazoo,VT,10,6280.0,628.0000000000000000
Paterson,OH,15,9418.0,627.8666666666666667
Half Moon Bay,NL,13,8158.0,627.5384615384615385
Burlington,ON,25,15688.0,627.5200000000000000
Coral Springs,TX,11,6900.0,627.2727272727272727
Chicopee,MB,8,5018.0,627.2500000000000000
Hermosa Beach,RI,8,5017.0,627.1250000000000000
Woodward,IA,9,5644.0,627.1111111111111111
Biloxi,NU,11,6898.0,627.0909090909090909
Beverly,BC,13,8152.0,627.0769230769230769
Sugar Land,NS,26,16301.0,626.9615384615384615
Eatontown,MB,9,5642.0,626.8888888888888889
